Title,Authors,Language,Categories,Average Rating,Maturity Rating,Publisher,Published Date,Page Count,Edition type,Translated,Top Selling
Timetable,Frank C. Whitmore,English,Computers,3.5,Not mature,Springer,1865,704,Physical,No,Latin America
The Journal of Engineering Education,Mary Frame,English,Business & Economics,3.5,Not mature,Courier Corporation,2006,96,Physical,No,Latin America
Imperfect Chemistry,Mary Frame,English,Computers,3.5,Not mature,Courier Corporation,2011,865,Physical,Yes ,Asia
Sammy Keyes and the Psycho Kitty Queen,Ruth Roy Harris,English,Biography ,4.0,Not mature,Courier Corporation,1989,66,Physical,Yes ,Latin America
Commencement[programme],Cengage Learning,English,Biography ,3.0,Not mature,Penguin,2016,240,Physical,No ,Latin America
Register - University of California,David E. Keyes,English,History,3.0,Not mature,Penguin,1980,176,Physical,Yes,Asia
Commencement,Dept. of Commerce,English,Biography & Autobiography,3.0,Not mature,Aspen Publishers ,1961,320,Physical,No,Latin America
Grants and Awards for the Fiscal Year Ended ...,Jessica Keyes,English,Psychology,3.5,Not mature,DIA Publishing,2016,304,Physical,Yes ,Latin America
Academic Press Dictionary of Science and Technology,Jessica Keyes,English,English literature,4.0,Not mature,Wolters Kluwer ,2016,320,Physical,Yes ,Asia
The Quality Management Sourcebook,Jessica Keyes,English,Science,1.0,Not mature,Penguin,2015,22,Physical,Yes ,Latin America
Software Engineering Handbook,Bureau of Mines,English,Dentistry,3.0,Not mature,Penguin,2019,11,Physical,Yes ,Central America
Mechanical Engineering,Elizabeth Walsh,English,Geology,2.0,Not mature,Academic Press,2016,383,Physical,Yes ,Europe
A Survey of American Chemistry,Elizabeth Walsh,English,English literature,4.5,Not mature,Cambridge University ,1998,275,Physical,Yes ,Central America
Wastes Engineering,Elizabeth Walsh,English,Mathematical ,3.0,Not mature,Penguin,2007,103,Physical,Yes ,North America
Directory,Elizabeth Walsh,English,Business & Economics,3.5,Not mature,Penguin,2012,436,Physical,Yes ,Latin America
Transescence,Association of Colleg,English,Computers,2.5,Not mature,Routledge,2010,337,Physical,Yes ,Europe
American Doctoral Dissertations,Norman Polmar,English,Business & Economics,4.0,Not mature,Holt Paperbacks,2012,313,Physical,Yes ,Europe
The National Faculty Directory,Mineral Resources,English,Biography,4.5,Not mature,Oxford University,2010,45,Physical,Yes ,Europe
Who's who in Science and Engineering,Mineral Resources,English,Mineral industries,5.0,Not mature,Penguin,1980,286,Physical,Yes ,Central America
"Who's Who Among Human Services Professionals, 1992-1993",Maureen Callahan,English,Business & Economics,3.0,Not mature,Penguin,2002,271,Physical,No,North America
Who's who in the West,Maureen Callahan,English,Students,5.0,Not mature,Penguin,2009,353,Physical,Yes ,Latin America
Who's who in America,Casenotes,English,Technologists,3.5,Not mature,Penguin,1987,304,Physical,Yes ,Europe
نحن كلنا متشابهون، نحن كلنا مختلفون,William T. Coyle,English,Technologists,4.5,Not mature,Penguin,1987,80,Physical,Yes ,Europe
Handbook of Social Indicators and Quality of Life Research,Casenote Legal ,English,Architecture,3.0,Not mature,Penguin,1987,227,Physical,No,Europe
The Woman Who Stole My Life,Phil Geusz,English,History,5.0,Not mature,Harper Collins,1988,564,Physical,Yes ,Europe
The life of Elisha Williams Keyes,Amber Vogel,English,Geology,2.0,Not mature,Penguin,1988,985,Physical,No,Europe
Stevie Wonder's Songs in the Key of Life,Magyar-Moe,English,English literature,3.0,Not mature,Penguin,1987,356,Physical,Yes ,Europe
Key Notes of Health and a Century of Life,Teresa L. Scheid,English,English literature,1.0,Not mature,Hachette UK,1992,425,Physical,Yes ,Europe
Growing Through Life's Challenges,Timothy P Melchert,English,English literature,1.0,Not mature,Penguin,1989,745,Physical,Yes ,Europe
"Handbook of Adolescent Psychology, Individual Bases of Adolescent ",Jessica Keyes,English,English literature,4.0,Mature,Scarecrow Press,2000,658,Physical,Yes ,Europe
A Critical Dictionary of English Literature and British and American ,Charles Don Keyes,English,Juvenile Fiction,1.0,Not mature,Ballantine Books,1992,115,Physical,No,Europe
The Post-Truth Era,Ralph Keyes,English,Juvenile Fiction,3.0,Not mature,Greenwood ,2012,128,Physical,Yes ,Europe
"The early life of Robert M. La Follette, 1855-1884",Sandro Galea,English,Juvenile Fiction,2.0,Not mature,Routledge,1898,203,Physical,Yes ,Europe
Academic Press Dictionary of Science and Technology,F. Din,English,Juvenile Fiction,4.5,Not mature,Henry Holt ,2013,315,Physical,Yes ,Europe
Data Science on the Google Cloud Platform,F. Din,English,Juvenile Fiction,3.0,Not mature,Author House,2014,288,Physical,Yes ,Europe
The Oxford Handbook of Research Strategies for Clinical,Graeme Simsion,English,Juvenile Fiction,3.5,Not mature,Penguin,1981,240,Physical,Yes ,Europe
Data Science and Knowledge Engineering for Sensing Decision ,Janet Clark,English,Juvenile Fiction,2.5,Not mature,Penguin,1913,400,Physical,No,Europe
Population Health Science,Greg Keyes,English,Juvenile Fiction,4.0,Not mature,Oxford University,1989,296,Physical,Yes ,Europe
Business data processing,Marian Keyes,English,Juvenile Fiction,4.5,Not mature,Salem Pr Inc,1974,219,Physical,Yes ,Europe
"Reverse Acronyms, Initialisms & Abbreviations Dictionary",Marian Keyes,English,Education,5.0,Not mature,BookCaps ,2008,704,Physical,No ,Europe
Cryptographic Hardware and Embedded Systems – CHES 2008,Douglas Menville,English,Education,3.0,Not mature,Penguin,2008,362,Physical,Yes,Europe
The Biblical Basis for Modern Science,Greg Keyes,English,Education,5.0,Not mature,Penguin,2002,400,Physical,No,Europe
"Hearings, reports and prints of the House Committee on Science",George Mann,English,Education,3.0,Not mature,Penguin,1967,374,Physical,No,Europe
Carpentry and joinery,Marian Keyes,English,Juvenile Fiction,4.5,Not mature,Penguin,2006,406,Physical,Yes ,Central America
"Retail Crime, Security, and Loss Prevention",James A. Kaser,English,Medical,3.0,Not mature,Penguin,2011,356,Physical,Yes ,North America
Symposium on Electronics Maintenance,J. Gregory Keyes,English,Biography,5.0,Not mature,Penguin,1955,623,Physical,No ,Latin America
Symposium on Electronics Maintenance,J. Gregory Keyes,English,Business & Economics,2.0,Not mature,Penguin,1955,687,Physical,Yes,Europe
Selected Areas in Cryptography -- SAC 2013,Michael Burke,English,Business & Economics,3.0,Not mature,Penguin,2014,745,Physical,No,Europe
Modern Concepts of Security,Rick Atkinson,English,Business & Economics,1.0,Not mature,Yearling,2012,365,Physical,Yes,Europe
English Mechanic and World of Science,Kerry Reis,English,Computers,1.0,Not mature,Yearling,1898,254,Physical,No,Europe
Research Bulletin,Frank N. Magill,English,Business & Economics,3.5,Not mature,Penguin,1951,256,Physical,Yes,Europe
Mechanics Magazine,James J. Lee,English,Computers,3.0,Not mature,Penguin,1868,354,Physical,No,Europe
Building Security Standards,Jay Riley Case,English,Biography ,3.5,Not mature,Psychology Press,1974,644,Physical,Yes,Europe
"Fifty Years' Observations of Men and Events, Civil and Military",Charles Edward May,English,Biography ,4.0,Not mature,Penguin,1884,271,Physical,Yes,Europe
"Emanuel Law Outlines for Civil Procedure, Keyed to Yeazell",BookCaps Study,English,History,3.5,Not mature,Penguin,2016,32,Physical,Yes,Europe
Civil Procedure,John Kenneth Muir,English,Biography & Autobiography,2.0,Not mature,Oxford University,2010,156,Physical,No,Central America
"Casenote Legal Briefs for Civil Procedure, Keyed to Friedenthal",John Kenneth Muir,English,Psychology,3.5,Not mature,IGI Global,2018,307,Physical,Yes,North America
"Casenote Legal Briefs for Civil Procedure Keyed to Hazard, Tait",Patrice Cassedy,English,English literature,4.0,Not mature,Oxford University,2010,350,Physical,No,Latin America
Casenote Legal Briefs for Civil Procedure Keyed to Subrin,Patrice Cassedy,English,Science,3.5,Not mature,Oxford University,2016,657,Physical,Yes,Europe
"Casenote Legal Briefs for Civil Procedure, Keyed to Yeazell",Janet Clark,English,Dentistry,3.5,Not mature,Oxford University,2019,780,Physical,Yes,Europe
Proceedings of the Second International Conference on Computing ,Van Draanen,English,Geology,3.5,Not mature,Penguin,1985,874,Physical,Yes,North America
A Bibliography of Florida: 1881-1899,Van Draanen,English,English literature,4.0,Not mature,Penguin,1993,272,Physical,No,Latin America
Engineering Mechanics Devoted to Mechanical Civil,Van Draanen,English,Mathematical ,4.0,Not mature,Penguin,1890,245,Physical,Yes,North America
Library of Congress Subject Headings,Van Draanen,English,Business & Economics,1.0,Not mature,SAGE,2011,523,Physical,No,Central America
Library of Congress Subject Headings,Van Draanen,English,Computers,3.0,Not mature,SAGE,2002,1254,Physical,Yes,North America
Rap Music and Street Consciousness,John Caius ,English,Business & Economics,2.0,Not mature,Cengage Learning ,2004,523,Physical,Yes,Europe
Sammy Keyes and the Skeleton Man,John Caius ,English,Biography,4.5,Not mature,SIAM,2003,785,Physical,Yes ,North America
That's the Joint!,Richard R. Valencia,English,Mineral industries,3.0,Not mature,SIAM,2004,125,Physical,Yes ,Asia
Columbian Cyclopedia,Joseph Stewart,English,Business & Economics,3.5,Not mature,CRC Press,1897,160,Physical,Yes ,North America
Alden's Manifold Cyclopedia of Knowledge and Language,Joseph Stewart,English,Students,2.5,Not mature,John Wiley & Sons,1890,654,Physical,Yes ,Oceania
Ethnomusicology at UCLA.,William A. Smalley,English,Technologists,4.0,Not mature,John Wiley & Sons,1997,351,Physical,Yes ,North America
Catalog of Copyright Entries,"Leone, Sabrina",English,Technologists,4.5,Not mature,John Wiley & Sons,1973,158,Physical,Yes ,North America
Sammy Keyes and the Kiss Goodbye,Raymond Wolters,English,Architecture,5.0,Not mature,Springer,2009,500,Physical,Yes ,Asia
Tales From Boilermaker Country: A Collection of the Greatest ,Wade Keyes,English,History,3.0,Not mature,Springer,1983,694,Physical,Yes ,North America
War Football,E. Callahan,English,Geology,5.0,Not mature,Springer,1865,874,Physical,Yes ,Oceania
African Americans in Sports,Abbas Tashakkori,English,English literature,3.5,Not mature,Springer,2016,336,Physical,Yes ,Oceania
Black Champions of the Gridiron,Abbas Tashakkori,English,English literature,4.5,Not mature,Springer,2016,304,Physical,Yes ,Latin America
Football's Most Wanted,Maureen Callahan,English,English literature,3.0,Not mature,Courier Corporation,2014,133,Physical,Yes ,Latin America
The USA TODAY College Football Encyclopedia 2008-2009,Gavin Mortimer,English,Juvenile Fiction,5.0,Not mature,Courier Corporation,2016,303,Physical,No,Latin America
ESPN college football encyclopedia,Charles Higham,English,Medical,2.0,Not mature,Courier Corporation,2010,451,Physical,Yes ,Central America
The Howitzer,Charles Higham,English,Biography,3.0,Not mature,Penguin,2016,425,Physical,Yes ,North America
Sammy Keyes and the Skeleton Man,Charles Higham,English,Business & Economics,1.0,Not mature,Penguin,2004,288,Physical,Yes ,Latin America
American Book Publishing Record,Charles Higham,English,Juvenile Fiction,1.0,Not mature,Aspen Publishers ,2016,528,Physical,No,North America
"Casenote Legal Briefs for Sports Law, Keyed to Weiler",Charles Higham,English,Juvenile Fiction,4.0,Not mature,DIA Publishing,2010,447,Physical,Yes ,North America
"Casenote Legal Briefs for Taxation, Keyed to Freeland, Lathrope",State Historical ,English,Computers,1.0,Not mature,Wolters Kluwer ,2011,481,Physical,No,Latin America
School Activities,State Historical ,English,Business & Economics,3.0,Not mature,Penguin,2003,310,Physical,Yes ,Asia
"Casenote Legal Briefs for Torts, Keyed to Goldberg Sebok",Finis Welch,English,Computers,2.0,Not mature,Penguin,2001,224,Physical,Yes ,Latin America
School Activities and the Library,Sharon Martin Zankel,English,Biography ,4.5,Not mature,Academic Press,1989,139,Physical,Yes ,North America
"Casenote Legal Briefs for Contracts, Keyed to Calamari, Periilo",Bruce Barber,English,Biography ,3.0,Not mature,Cambridge University ,1989,139,Physical,Yes ,Latin America
Contracts,Gail Furman,English,History,3.5,Not mature,Penguin,1909,2296,Physical,No,Latin America
Higher Education Exchange 78/79,Ralph Keyes,English,Biography & Autobiography,2.5,Not mature,Penguin,2015,45,Physical,Yes ,Latin America
A Multiple-continuous Offense for High School Basketball,Joshua M. Dunn,English,Psychology,4.0,Not mature,Routledge,1995,476,Physical,Yes ,Asia
The Coaching Clinic,James E. Ryan,English,English literature,4.5,Not mature,Holt Paperbacks,1991,476,Physical,Yes ,Latin America
Cumulative List of Organizations Described,William M. ,English,Science,5.0,Not mature,Oxford University,2016,23,Physical,Yes ,Latin America
Cumulative List of Organizations Described in Section 170 ,Bureau ,English,Dentistry,3.0,Not mature,Penguin,1995,15,Physical,Yes ,Asia
Our Ewing family,Stephan Thernstrom,English,Geology,5.0,Not mature,Penguin,1997,323,Physical,No,Latin America
Century of American Savings Banks,David E. Keyes,English,English literature,3.0,Not mature,Penguin,1931,500,Physical,Yes ,Latin America
Best books on the stock market,David E. Keyes,English,Mathematical ,4.5,Not mature,Penguin,2016,528,Physical,Yes ,Asia
Cracks in My Foundation,David E. Keyes,English,Business & Economics,3.0,Not mature,Penguin,1998,394,Physical,No ,Latin America
"Guide to U.S. Foundations, Their Trustees, Officers, and Donors",David E. Keyes,English,Computers,5.0,Not mature,Penguin,1986,594,Physical,Yes,Latin America
Corporate Giving Directory,David E. Keyes,English,Business & Economics,2.0,Not mature,Harper Collins,1996,586,Physical,No,Asia
The Foundation Directory,David E. Keyes,English,Biography,3.0,Not mature,Penguin,1991,2664,Physical,No,Latin America
Key and allied families,David E. Keyes,English,Mineral industries,1.0,Not mature,Penguin,2012,832,Physical,Yes ,Central America
Text Processing in Python,Purdue Reamer ,English,Business & Economics,1.0,Not mature,Hachette UK,1915,832,Physical,Yes ,Europe
Python in a Nutshell,Purdue Reamer ,English,Students,3.5,Not mature,Penguin,1968,564,Physical,No ,Central America
Programming Python,Purdue Reamer ,English,Technologists,3.0,Not mature,Scarecrow Press,2019,597,Physical,Yes,North America
Mastering Python for Networking and Security,Purdue Reamer ,English,Technologists,3.5,Not mature,Ballantine Books,1961,940,Physical,No,Latin America
SAS Viya,W. Jollie,English,Architecture,4.0,Not mature,Greenwood ,2006,584,Physical,Yes ,Europe
Python Essential Reference,W. Jollie,English,History,3.5,Not mature,Routledge,2010,356,Physical,Yes ,Europe
Python Programming for Arduino,Richard K. Reed,English,Geology,2.0,Not mature,Henry Holt ,2011,304,Physical,Yes ,Europe
Effective Python,Richard M. Scheffler,English,English literature,3.5,Not mature,Author House,2012,536,Physical,Yes ,Central America
Programming with Python,Richard M. Scheffler,English,English literature,4.0,Not mature,Penguin,2006,208,Physical,Yes ,North America
"Game Programming with Python, Lua, and Ruby",Constance Kies,English,English literature,3.5,Not mature,Penguin,2009,26,Physical,Yes ,Latin America
Python Web Scraping Cookbook,Alan O. Trounson,English,English literature,3.5,Not mature,Oxford University,2017,252,Physical,Yes ,Europe
Topics in Cryptology – CT-RSA 2018,Alan O. Trounson,English,Juvenile Fiction,3.5,Not mature,Salem Pr Inc,2011,226,Physical,Yes ,Europe
Python All-in-One For Dummies,Sara Stinson,English,Juvenile Fiction,4.0,Not mature,BookCaps ,2016,504,Physical,Yes ,Europe
Understanding the Interactive Digital Media Marketplace,Northwest and Alaska ,English,Business & Economics,4.0,Not mature,Penguin,2006,200,Physical,Yes ,Europe
Enterprise 2.0,Jerome Groopman,English,History,1.0,Not mature,Penguin,2010,736,Physical,Yes ,Europe
the scientific review and scientific and literary review,Medical Association,English,Juvenile Fiction,3.0,Not mature,Penguin,1997,262,Physical,Yes ,Europe
Engineering and Mining Journal,W. Noel Keyes,English,Juvenile Fiction,2.0,Not mature,Penguin,1995,528,Physical,No,Europe
